OTU_ID,Kingdom,Phylum,Class,Order,Family ,Genus,Species,Label
FOTU_14,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_14_unidentified
FOTU_1,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_1_Fungi
FOTU_4,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_4_Fungi
FOTU_3,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_3_Fungi
FOTU_2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_2_Fungi
FOTU_8,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,Westerdykella_ornata,FOTU_8_Westerdykella_ornata
FOTU_6,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,unidentified,FOTU_6_Fusarium
FOTU_7,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,unidentified,unidentified,FOTU_7_Bionectriaceae
FOTU_5,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Condenascus,Condenascus_tortuosus,FOTU_5_Condenascus_tortuosus
FOTU_10,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_10_Fungi
FOTU_11,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_11_Fungi
FOTU_13,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Paracremonium,Paracremonium_binnewijzendii,FOTU_13_Paracremonium_binnewijzendii
FOTU_17,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,unidentified,FOTU_17_Clonostachys
FOTU_18,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,unidentified,FOTU_18_Mortierella
FOTU_12,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,unidentified,unidentified,FOTU_12_Sporocadaceae
FOTU_9,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,unidentified,Nectriaceae_sp,FOTU_9_Nectriaceae
FOTU_15,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,unidentified,FOTU_15_Didymella
FOTU_16,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,Fusicolla_aquaeductuum,FOTU_16_Fusicolla_aquaeductuum
FOTU_21,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_21_unidentified
FOTU_20,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,unidentified,FOTU_20_Mortierella
FOTU_19,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,Fusicolla_violacea,FOTU_19_Fusicolla_violacea
FOTU_32,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,unidentified,Powellomycetaceae_sp,FOTU_32_Powellomycetaceae
FOTU_23,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Robillarda,Robillarda_sessilis,FOTU_23_Robillarda_sessilis
FOTU_24,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_24_Dothideomycetes
FOTU_26,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,unidentified,FOTU_26_Coniochaeta
FOTU_35,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,FOTU_35_Pleosporales
FOTU_25,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_25_Fungi
FOTU_29,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_29_Sordariomycetes
FOTU_30,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_sp,FOTU_30_Acremonium_sp
FOTU_38,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_38_unidentified
FOTU_33,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp,FOTU_33_Pleosporales
FOTU_36,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_36_Fungi
FOTU_27,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Pseudophialophora,Pseudophialophora_tarda,FOTU_27_Pseudophialophora_tarda
FOTU_40,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,unidentified,FOTU_40_Mock
FOTU_43,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock10,FOTU_43_mock10
FOTU_34,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_34_Fungi
FOTU_37,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unidentified,FOTU_37_Penicillium
FOTU_41,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_menonorum,FOTU_41_Penicillium_menonorum
FOTU_39,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_39_Fungi
FOTU_28,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,unidentified,FOTU_28_Helotiales
FOTU_44,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_flavus,FOTU_44_Aspergillus_flavus
FOTU_47,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp,FOTU_47_Pleosporales
FOTU_45,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_45_Fungi
FOTU_42,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_42_Ascomycota
FOTU_22,Fungi,Ascomycota,Leotiomycetes,unidentified,unidentified,unidentified,Leotiomycetes_sp,FOTU_22_Leotiomycetes
FOTU_52,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Hoehnelomycetaceae,Atractiella,Atractiella_rhizophila,FOTU_52_Atractiella_rhizophila
FOTU_49,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_49_Fungi
FOTU_50,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,FOTU_50_Mortierella_sp
FOTU_59,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock8,FOTU_59_mock8
FOTU_48,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,unidentified,unidentified,FOTU_48_Capnodiaceae
FOTU_57,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Sistotrema,unidentified,FOTU_57_Sistotrema
FOTU_54,Fungi,Ascomycota,Dothideomycetes,Jahnulales,Aliquandostipitaceae,Xylomyces,Xylomyces_sp,FOTU_54_Xylomyces_sp
FOTU_31,Fungi,Basidiomycota,Tremellomycetes,Tremellales,unidentified,unidentified,Tremellales_sp,FOTU_31_Tremellales
FOTU_51,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,Fusicolla_acetilerea,FOTU_51_Fusicolla_acetilerea
FOTU_55,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_hamatum,FOTU_55_Trichoderma_hamatum
FOTU_46,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_46_Fungi
FOTU_60,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,unidentified,FOTU_60_Mock
FOTU_65,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,FOTU_65_Pleosporales
FOTU_56,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,unidentified,FOTU_56_Lasiodiplodia
FOTU_61,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_61_Dothideomycetes
FOTU_63,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,FOTU_63_Herpotrichiellaceae
FOTU_53,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_53_Fungi
FOTU_58,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unidentified,unidentified,FOTU_58_Chaetomiaceae
FOTU_62,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_caricae-papayae,FOTU_62_Curvularia_caricae-papayae
FOTU_72,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock11,FOTU_72_mock11
FOTU_68,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Burgoa,Burgoa_sp,FOTU_68_Burgoa_sp
FOTU_64,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Acrophialophora,Acrophialophora_levis,FOTU_64_Acrophialophora_levis
FOTU_74,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_74_unidentified
FOTU_69,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock1,FOTU_69_mock1
FOTU_66,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_66_unidentified
FOTU_70,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp,FOTU_70_Ascomycota
FOTU_67,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_67_Fungi
FOTU_75,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,unidentified,FOTU_75_Geastrum
FOTU_77,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina_phaseolina,FOTU_77_Macrophomina_phaseolina
FOTU_79,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,unidentified,Powellomycetaceae_sp,FOTU_79_Powellomycetaceae
FOTU_80,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_80_Sordariomycetes
FOTU_81,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_81_unidentified
FOTU_82,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_82_unidentified
FOTU_73,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_73_Fungi
FOTU_88,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,unidentified,FOTU_88_Mock
FOTU_78,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_78_Fungi
FOTU_76,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Tumenectria,Tumenectria_laetidisca,FOTU_76_Tumenectria_laetidisca
FOTU_92,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock2,FOTU_92_mock2
FOTU_83,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_globalpina,FOTU_83_Mortierella_globalpina
FOTU_86,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_86_unidentified
FOTU_89,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,unidentified,Chaetothyriaceae_sp,FOTU_89_Chaetothyriaceae
FOTU_84,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_84_Sordariomycetes
FOTU_71,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,Zopfiella_sp,FOTU_71_Zopfiella_sp
FOTU_85,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp,FOTU_85_Xylariales
FOTU_87,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_epilithographicola,FOTU_87_Periconia_epilithographicola
FOTU_106,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_106_unidentified
FOTU_90,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_limonispora,FOTU_90_Stachybotrys_limonispora
FOTU_91,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,unidentified,unidentified,FOTU_91_Thelephoraceae
FOTU_101,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock3,FOTU_101_mock3
FOTU_93,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Neottiosporina,Neottiosporina_sp,FOTU_93_Neottiosporina_sp
FOTU_97,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Minimedusa,Minimedusa_polyspora,FOTU_97_Minimedusa_polyspora
FOTU_94,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_94_Ascomycota
FOTU_105,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,unidentified,FOTU_105_Mock
FOTU_96,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe_ulmicola,FOTU_96_Clitocybe_ulmicola
FOTU_100,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus_arrhizus,FOTU_100_Rhizopus_arrhizus
FOTU_102,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_sp,FOTU_102_Rhizophydium_sp
FOTU_98,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,unidentified,FOTU_98_Talaromyces
FOTU_95,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,unidentified,Magnaporthaceae_sp,FOTU_95_Magnaporthaceae
FOTU_108,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_108_Dothideomycetes
FOTU_104,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_radicina,FOTU_104_Paraphoma_radicina
FOTU_99,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales_sp,FOTU_99_Sordariales
FOTU_109,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_109_unidentified
FOTU_112,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_112_unidentified
FOTU_107,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_107_unidentified
FOTU_103,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea,Mariannaea_punicea,FOTU_103_Mariannaea_punicea
FOTU_113,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp,FOTU_113_Sordariomycetes
FOTU_114,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_114_unidentified
FOTU_110,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,unidentified,unidentified,FOTU_110_Chaetosphaeriaceae
FOTU_115,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,FOTU_115_Mortierella_sp
FOTU_117,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea,FOTU_117_Rhizophlyctis_rosea
FOTU_119,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,unidentified,FOTU_119_Chaetothyriales
FOTU_121,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_alpina,FOTU_121_Mortierella_alpina
FOTU_111,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_111_Ascomycota
FOTU_122,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_spirale,FOTU_122_Trichoderma_spirale
FOTU_124,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp,FOTU_124_Pleosporales
FOTU_118,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_118_Sordariomycetes
FOTU_116,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,unidentified,FOTU_116_Humicola
FOTU_123,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,unidentified,unidentified,FOTU_123_Mortierellaceae
FOTU_128,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,unidentified,FOTU_128_Ceratobasidiaceae
FOTU_126,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,unidentified,FOTU_126_Chaetomium
FOTU_120,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp,FOTU_120_Ascomycota
FOTU_127,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_verruculosus,FOTU_127_Talaromyces_verruculosus
FOTU_129,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,Conlarium_sp,FOTU_129_Conlarium_sp
FOTU_130,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,unidentified,Corticiaceae_sp,FOTU_130_Corticiaceae
FOTU_125,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,unidentified,FOTU_125_Magnaporthiopsis
FOTU_133,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_133_unidentified
FOTU_135,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,unidentified,unidentified,FOTU_135_Pleosporaceae
FOTU_131,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales_sp,FOTU_131_Helotiales
FOTU_141,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Waitea,Waitea_circinata,FOTU_141_Waitea_circinata
FOTU_132,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,unidentified,Tetraplosphaeriaceae_sp,FOTU_132_Tetraplosphaeriaceae
FOTU_136,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales_sp,FOTU_136_Hypocreales
FOTU_134,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_134_Fungi
FOTU_137,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,unidentified,Chaetosphaeriaceae_sp,FOTU_137_Chaetosphaeriaceae
FOTU_150,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_150_unidentified
FOTU_145,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_145_Basidiomycota
FOTU_151,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales_sp,FOTU_151_Agaricales
FOTU_146,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,unidentified,FOTU_146_Sordariales
FOTU_138,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Stagonosporopsis,unidentified,FOTU_138_Stagonosporopsis
FOTU_142,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,unidentified,Tetraplosphaeriaceae_sp,FOTU_142_Tetraplosphaeriaceae
FOTU_149,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,unidentified,FOTU_149_Conlarium
FOTU_140,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Paracremonium,Paracremonium_inflatum,FOTU_140_Paracremonium_inflatum
FOTU_144,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,unidentified,unidentified,unidentified,FOTU_144_Eurotiales
FOTU_147,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,unidentified,FOTU_147_Conlarium
FOTU_153,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_pisciphila,FOTU_153_Exophiala_pisciphila
FOTU_152,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_152_unidentified
FOTU_155,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula_deospora,FOTU_155_Torula_deospora
FOTU_148,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Monocillium,Monocillium_mucidum,FOTU_148_Monocillium_mucidum
FOTU_154,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,unidentified,FOTU_154_Mortierella
FOTU_161,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,unidentified,unidentified,FOTU_161_Lycoperdaceae
FOTU_157,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,unidentified,FOTU_157_Conlarium
FOTU_163,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,FOTU_163_Cladophialophora_sp
FOTU_139,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_139_Fungi
FOTU_166,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea,FOTU_166_Rhizophlyctis_rosea
FOTU_160,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_160_Fungi
FOTU_156,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala_bamuru,FOTU_156_Phialocephala_bamuru
FOTU_162,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_162_Sordariomycetes
FOTU_169,Fungi,Ascomycota,Laboulbeniomycetes,Pyxidiophorales,Pyxidiophoraceae,Pyxidiophora,Pyxidiophora_arvernensis,FOTU_169_Pyxidiophora_arvernensis
FOTU_172,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_172_unidentified
FOTU_164,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,unidentified,FOTU_164_Helotiales
FOTU_170,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_170_unidentified
FOTU_143,Fungi,Olpidiomycota,Olpidiomycetes,Olpidiales,Olpidiaceae,Olpidium,Olpidium_brassicae,FOTU_143_Olpidium_brassicae
FOTU_167,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striaticonidium,Striaticonidium_brachysporum,FOTU_167_Striaticonidium_brachysporum
FOTU_159,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_159_Fungi
FOTU_168,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Lipomyces,unidentified,FOTU_168_Lipomyces
FOTU_173,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_fasciculata,FOTU_173_Coniochaeta_fasciculata
FOTU_176,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_176_Basidiomycota
FOTU_178,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales_sp,FOTU_178_Chaetothyriales
FOTU_179,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_179_unidentified
FOTU_174,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Taifanglania,Taifanglania_sp,FOTU_174_Taifanglania_sp
FOTU_175,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_175_Sordariomycetes
FOTU_158,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema_laurentii,FOTU_158_Papiliotrema_laurentii
FOTU_165,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_165_Fungi
FOTU_186,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,unidentified,unidentified,FOTU_186_Sordariales_fam_Incertae_sedis
FOTU_187,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Arachnion,Arachnion_album,FOTU_187_Arachnion_album
FOTU_188,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,unidentified,FOTU_188_Chaetothyriales
FOTU_180,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_180_Ascomycota
FOTU_181,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,unidentified,unidentified,FOTU_181_Sordariales_fam_Incertae_sedis
FOTU_182,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp,FOTU_182_Sordariomycetes
FOTU_183,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_183_unidentified
FOTU_184,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,unidentified,FOTU_184_Sordariales
FOTU_177,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_177_Fungi
FOTU_185,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_185_Fungi
FOTU_189,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_189_unidentified
FOTU_192,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp,FOTU_192_Pleosporales
FOTU_171,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_171_Fungi
FOTU_190,Fungi,Ascomycota,Dothideomycetes,Hysteriales,Hysteriaceae,Acrogenospora,Acrogenospora_sp,FOTU_190_Acrogenospora_sp
FOTU_195,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,unidentified,unidentified,FOTU_195_Thelephoraceae
FOTU_196,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp,FOTU_196_Fungi
FOTU_197,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,unidentified,Pleosporaceae_sp,FOTU_197_Pleosporaceae
FOTU_198,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,Agaricomycetes_sp,FOTU_198_Agaricomycetes
FOTU_200,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_intermedia,FOTU_200_Curvularia_intermedia
FOTU_201,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,FOTU_201_Pleosporales
FOTU_194,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp,FOTU_194_Ascomycota
FOTU_191,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,Eocronartiaceae,Eocronartium,Eocronartium_sp,FOTU_191_Eocronartium_sp
